chr	start	end
chr15	51796294	51796390
chr15	51799895	51799952
chr15	51801336	51801637
chr15	51803093	51803222
chr15	51806922	51807005
chr15	51811844	51812331
chr15	51815252	51815804
chr15	51816885	51817543
chr15	51822024	51823709
chr15	51852000	51852120
chr15	51871599	51872028
chr15	51968311	51968539
chr15	51985150	51985202
chr15	51992224	51992782
chr15	51997761	51999014
chr15	52130531	52131308
chr15	52290284	52290793
chr15	52543604	52544723
chr15	52759943	52760182
chr15	52921490	52921690
chr15	52931185	52931676
chr15	52932205	52932431
chr15	52960046	52960747
chr15	52971909	52972254
chr15	52972601	52972665
chr15	52977194	52977598
chr15	52987437	52987633
chr15	52988824	52989154
chr15	52991389	52991451
chr15	53008786	53008877
chr15	53016772	53017097
chr15	53021866	53022333
chr15	53024211	53024745
chr15	53031545	53031949
chr15	53033731	53034381
chr15	53037369	53038254
chr15	53047063	53047262
chr15	53047806	53048941
chr15	53053222	53053409
chr15	53054025	53054246
chr15	53055241	53056157
chr15	53059395	53059542
chr15	53064959	53065665
chr15	53066941	53067152
chr15	53069149	53069325
chr15	53071269	53071450
chr15	53072296	53072991
chr15	53074469	53074555
chr15	53074956	53075261
chr15	53079921	53080332
chr15	53080567	53081363
chr15	53084233	53084485
chr15	53085095	53085248
chr15	53090700	53090763
chr15	53096200	53096857
chr15	53098432	53098898
chr15	53104404	53104747
chr15	53105594	53105645
chr15	53106294	53106644
chr15	53109089	53109140
chr15	53110869	53110979
chr15	53112868	53112950
chr15	53113155	53113376
chr15	53114109	53114217
chr15	53114479	53115270
chr15	53118462	53118561
chr15	53122414	53122576
chr15	53127627	53128012
chr15	53129253	53129509
chr15	53130863	53131188
chr15	53132858	53132989
chr15	53135535	53135609
chr15	53136815	53136923
chr15	53140060	53140520
chr15	53142303	53143180
chr15	53143723	53143905
chr15	53148743	53148868
chr15	53159021	53159194
chr15	53168159	53168240
chr15	53174916	53175237
chr15	53176804	53178142
chr15	53185411	53185726
chr15	53520207	53520474
chr15	53616937	53617165
chr15	53733789	53734441
chr15	53901732	53901955
chr15	54109904	54110280
chr15	54225550	54225738
chr15	54241816	54242348
chr15	54402876	54403213
chr15	54403436	54404365
chr15	54599910	54600143
chr15	54751643	54751718
chr15	54783732	54784440
chr15	54794544	54794746
chr15	54839430	54839808
chr15	54870329	54870398
chr15	54875122	54875529
chr15	54887926	54887984
chr15	54903235	54904031
chr15	54909032	54909443
chr15	54914167	54914313
chr15	54920521	54920858
chr15	54921217	54922514
chr15	54928718	54929193
chr15	54930459	54930761
chr15	54938034	54938564
chr15	54943549	54944956
chr15	54951248	54951309
chr15	54952441	54953000
chr15	54964559	54965104
chr15	54967357	54967473
chr15	54970802	54971166
chr15	55014751	55014887
chr15	55029635	55029888
chr15	55045460	55045515
chr15	55096888	55098076
chr15	55100289	55100471
chr15	55107533	55107820
chr15	55111022	55112829
chr15	55114238	55114678
chr15	55123082	55123635
chr15	55129018	55129563
chr15	55133249	55133298
chr15	55137962	55138342
chr15	55139353	55140064
chr15	55148750	55148926
chr15	55271100	55271207
chr15	55363094	55363167
chr15	55378880	55379119
chr15	55382347	55383169
chr15	55388219	55389593
chr15	55390003	55390184
chr15	55395321	55395531
chr15	55415802	55415889
chr15	55417744	55417928
chr15	55441402	55441504
chr15	55676253	55676306
chr15	55702858	55703103
chr15	55709622	55709811
chr15	55737316	55738651
chr15	55754635	55755202
chr15	55770139	55770313
chr15	55878365	55878883
chr15	55897675	55897923
chr15	56168005	56168255
chr15	56241416	56241659
chr15	56428684	56428862
chr15	56441033	56441083
chr15	56454895	56456071
chr15	56458994	56459257
chr15	56516690	56517669
chr15	56523774	56524930
chr15	56525999	56526468
chr15	56527058	56527401
chr15	56641734	56642149
chr15	57340008	57340292
chr15	57422291	57422430
chr15	57432269	57432514
chr15	57476023	57476097
chr15	57524714	57525054
chr15	57525397	57526188
chr15	57526908	57527997
chr15	57537258	57537807
chr15	57543860	57544067
chr15	57592891	57593210
chr15	57604645	57604743
chr15	57624727	57624808
chr15	57631284	57631636
chr15	57633983	57634622
chr15	57657118	57657446
chr15	57659135	57659914
chr15	57668934	57669338
chr15	57669961	57670378
chr15	57673835	57674067
chr15	57674482	57675101
chr15	57681719	57681831
chr15	57686043	57686186
chr15	57687230	57687721
chr15	57689563	57689700
chr15	57691121	57691235
chr15	57695183	57695242
chr15	57699744	57699880
chr15	57709901	57710173
chr15	57710824	57711202
chr15	57711838	57711952
chr15	57712280	57713059
chr15	57720369	57720855
chr15	57723275	57724476
chr15	57737918	57738660
chr15	57743320	57744206
chr15	57753028	57753324
chr15	57754616	57754687
chr15	57762589	57762816
chr15	57779822	57779944
chr15	57781124	57781244
chr15	57783117	57783868
chr15	57799831	57800022
chr15	57801746	57802109
chr15	57806938	57808392
chr15	57816970	57817322
chr15	57817975	57818062
chr15	57822075	57822208
chr15	57830465	57830573
chr15	57844264	57844335
chr15	57846710	57846922
chr15	57847307	57847853
chr15	57854266	57854941
chr15	57865218	57866128
chr15	57907415	57908687
chr15	57920472	57920854
chr15	57921091	57921185
chr15	57922074	57922878
chr15	57923634	57924176
chr15	57924961	57925035
chr15	57931897	57932286
chr15	57932605	57932757
chr15	57936688	57936937
chr15	57947811	57948168
chr15	57953299	57953381
chr15	57955712	57956309
chr15	57958698	57959355
chr15	57965406	57967101
chr15	57971769	57972092
chr15	57972571	57973554
chr15	57976192	57976518
chr15	57976991	57977076
chr15	57982304	57982442
chr15	57996840	57997045
chr15	58000073	58000290
chr15	58002856	58002905
chr15	58019723	58019842
chr15	58045543	58045590
chr15	58045959	58047327
chr15	58090201	58090651
chr15	58093210	58093328
chr15	58096412	58096492
chr15	58131596	58131804
chr15	58155656	58155909
chr15	58157383	58157560
chr15	58201675	58201974
chr15	58214783	58215481
chr15	58232725	58232929
chr15	58241968	58242266
chr15	58246689	58247988
chr15	58248676	58249022
chr15	58263945	58264382
chr15	58293207	58293763
chr15	58294780	58295174
chr15	58303810	58304328
chr15	58359684	58360173
chr15	58361200	58361353
chr15	58375669	58376156
chr15	58398627	58398994
chr15	58406765	58407218
chr15	58409500	58410131
chr15	58416892	58417473
chr15	58422894	58423525
chr15	58424387	58424485
chr15	58426080	58427062
chr15	58437375	58437657
chr15	58486034	58486156
chr15	58488658	58489279
chr15	58499167	58499406
chr15	58517361	58517425
chr15	58539318	58539770
chr15	58540962	58541220
chr15	58541827	58542223
chr15	58549878	58550202
chr15	58558502	58558802
chr15	58563616	58563979
chr15	58565790	58566266
chr15	58568629	58568853
chr15	58570129	58570301
chr15	58575235	58575998
chr15	58589760	58590045
chr15	58591818	58591891
chr15	58593168	58593644
chr15	58601980	58602577
chr15	58605946	58606093
chr15	58628053	58628435
chr15	58631813	58633479
chr15	58642755	58643131
chr15	58644888	58645075
chr15	58654356	58655632
chr15	58679942	58680437
chr15	58701349	58701861
chr15	58703991	58704867
chr15	58708589	58708719
chr15	58713695	58714398
chr15	58719282	58721278
chr15	58733252	58733433
chr15	58734179	58734337
chr15	58735828	58736267
chr15	58738315	58739139
chr15	58745266	58745792
chr15	58750398	58750578
chr15	58751924	58751991
chr15	58757324	58757920
chr15	58759023	58759623
chr15	58763176	58763281
chr15	58763722	58763991
chr15	58764654	58765722
chr15	58777733	58778321
chr15	58782137	58782653
chr15	58790584	58790803
chr15	58792145	58792418
chr15	58794357	58794761
chr15	58798590	58798673
chr15	58805849	58806351
chr15	58806773	58807388
chr15	58808122	58808544
chr15	58812092	58812785
chr15	58813811	58814277
chr15	58818099	58818311
chr15	58820277	58820640
chr15	58828298	58828962
chr15	58835461	58836063
chr15	58838692	58838901
chr15	58841530	58841953
chr15	58842230	58842468
chr15	58844106	58845113
chr15	58853033	58854351
chr15	58856099	58856158
chr15	58857551	58857704
chr15	58861472	58862421
chr15	58867312	58867641
chr15	58872677	58872936
chr15	58873356	58873428
chr15	58875091	58875567
chr15	58879147	58880169
chr15	58880499	58880916
chr15	58884909	58885199
chr15	58886171	58886783
chr15	58888114	58888422
chr15	58890516	58891053
chr15	58894161	58894577
chr15	58896103	58897088
chr15	58902118	58902960
chr15	58911873	58914099
chr15	58921164	58921842
chr15	58929668	58929796
chr15	58937547	58937870
chr15	58938497	58938702
chr15	58970346	58970528
chr15	58977313	58977745
chr15	58979420	58979632
chr15	58979884	58979952
chr15	58980200	58980260
chr15	59025935	59026059
chr15	59029196	59029878
chr15	59039669	59039813
chr15	59041484	59041794
chr15	59080541	59080677
chr15	59094875	59095627
chr15	59101547	59101707
chr15	59106691	59106802
chr15	59108067	59108529
chr15	59111251	59111891
chr15	59112313	59112755
chr15	59135106	59135534
chr15	59138109	59138655
chr15	59146046	59147084
chr15	59165428	59166025
chr15	59170075	59170187
chr15	59205309	59206493
chr15	59217930	59218225
chr15	59220000	59220393
chr15	59220745	59221017
chr15	59225636	59225733
chr15	59228928	59229197
chr15	59262388	59262676
chr15	59267419	59267468
chr15	59268929	59269216
chr15	59311965	59312422
chr15	59312772	59312965
chr15	59320540	59321583
chr15	59343527	59344210
chr15	59380662	59380821
chr15	59384022	59384212
chr15	59417174	59417240
chr15	59424060	59424143
chr15	59429049	59429502
chr15	59430527	59430699
chr15	59431699	59431784
chr15	59435884	59436023
chr15	59446838	59447130
chr15	59450241	59450416
chr15	59479167	59480461
chr15	59496970	59497390
chr15	59505555	59506035
chr15	59512095	59512616
chr15	59516945	59517221
chr15	59538650	59538971
chr15	59548428	59548759
chr15	59552892	59553401
chr15	59559611	59560138
chr15	59574362	59574410
chr15	59591302	59591402
chr15	59604615	59604689
chr15	59615707	59616300
chr15	59618326	59618505
chr15	59654648	59654869
chr15	59659952	59660397
chr15	59696401	59697077
chr15	59737640	59737844
chr15	60525442	60525889
chr15	60591433	60591940
chr15	60654341	60656816
chr15	60664161	60664313
chr15	60671634	60672425
chr15	60672670	60672965
chr15	60678078	60678196
chr15	60684295	60685463
chr15	60685853	60686218
chr15	60814192	60814667
chr15	60836598	60837080
chr15	60838241	60838391
chr15	60839149	60839643
chr15	60840041	60840411
chr15	60886737	60886872
chr15	60934061	60934176
chr15	60989029	60989392
chr15	61226966	61227026
chr15	61759577	61759654
chr15	61814933	61815196
chr15	61815926	61816077
chr15	61816320	61817423
chr15	61818330	61819026
chr15	61819261	61819792
chr15	61831249	61831442
chr15	61848820	61849267
chr15	61861250	61862121
chr15	61864138	61864256
chr15	61869216	61870444
chr15	61870745	61870991
chr15	61874577	61874998
chr15	61876452	61876639
chr15	61878016	61878078
chr15	61879702	61879823
chr15	61887898	61888236
chr15	61889111	61889268
chr15	61889915	61889999
chr15	61894929	61895323
chr15	61896333	61896585
chr15	61897307	61897678
chr15	61901773	61902085
chr15	61905412	61905647
chr15	61910344	61911434
chr15	61911848	61912183
chr15	61922631	61923192
chr15	61923388	61924647
chr15	61930288	61931663
chr15	61936245	61936537
chr15	61936783	61937631
chr15	61938095	61938434
chr15	61944958	61945136
chr15	61946262	61946527
chr15	61946982	61947164
chr15	61948402	61948583
chr15	61953391	61954595
chr15	61959345	61959621
chr15	61960142	61960399
chr15	61960904	61961044
chr15	61964363	61964779
chr15	61965828	61966127
chr15	61968393	61968846
chr15	61980185	61980865
chr15	61983237	61983933
chr15	61984842	61984986
chr15	61989702	61991158
chr15	61994764	61995198
chr15	62002083	62002533
chr15	62002783	62003090
chr15	62003916	62004064
chr15	62005054	62005609
chr15	62011075	62011234
chr15	62012650	62012709
chr15	62013055	62013388
chr15	62021313	62021765
chr15	62021998	62023042
chr15	62029958	62030152
chr15	62030477	62030796
chr15	62035511	62035642
chr15	62039301	62039400
chr15	62041494	62041840
chr15	62045863	62046197
chr15	62047246	62047983
chr15	62052361	62053365
chr15	62053884	62054193
chr15	62054443	62055411
chr15	62060488	62061651
chr15	62062382	62062571
chr15	62070150	62070481
chr15	62071326	62072085
chr15	62084673	62084782
chr15	62088932	62089115
chr15	62089475	62090061
chr15	62093286	62093382
chr15	62096882	62097070
chr15	62099801	62099935
chr15	62115316	62115564
chr15	62126807	62127279
chr15	62128658	62129106
chr15	62134048	62134264
chr15	62158258	62158343
chr15	62159901	62160731
chr15	62168119	62168756
chr15	62177343	62177756
chr15	62180506	62180945
chr15	62332625	62332806
chr15	62543922	62544725
chr15	62545913	62546213
chr15	62575667	62575758
chr15	62766252	62766432
chr15	63172195	63172246
chr15	63332129	63332275
chr15	63433253	63433343
chr15	63448469	63448561
chr15	63479318	63479403
chr15	63479600	63480145
chr15	63483922	63484545
chr15	63489249	63489481
chr15	63503875	63504065
chr15	63506252	63506371
chr15	63510030	63510142
chr15	63525241	63525586
chr15	63540749	63541401
chr15	63541865	63542199
chr15	63553203	63553754
chr15	63556031	63556710
chr15	63562064	63562957
chr15	63566807	63567079
chr15	63567753	63568953
chr15	63572032	63572537
chr15	63727063	63727782
chr15	63754528	63754600
chr15	63754847	63755310
chr15	63755615	63756762
chr15	63828950	63830277
chr15	63850569	63850762
chr15	63853734	63854135
chr15	63855399	63856024
chr15	63862664	63862766
chr15	63869754	63869867
chr15	63870613	63870819
chr15	63872274	63872746
chr15	63877642	63877729
chr15	63890684	63892359
chr15	63903245	63903487
chr15	63906513	63906716
chr15	63907183	63907601
chr15	63913382	63914250
chr15	63915556	63915859
chr15	63921793	63921965
chr15	63922564	63922648
chr15	63924823	63925124
chr15	63930160	63930357
chr15	63931866	63932312
chr15	63937673	63938112
chr15	63940317	63940879
chr15	63941179	63941367
chr15	63942875	63943069
chr15	63948940	63949892
chr15	63961063	63961217
chr15	63961463	63961688
chr15	63963676	63963972
chr15	63965001	63965074
chr15	63966343	63966509
chr15	63967892	63968789
chr15	63971494	63971785
chr15	63973507	63973934
chr15	63976435	63976483
chr15	63977115	63977620
chr15	63988128	63988231
chr15	63992244	63992731
chr15	63992954	63993082
chr15	63997804	63997889
chr15	64003741	64003972
chr15	64006019	64006711
chr15	64009099	64009471
chr15	64012088	64012424
chr15	64017569	64018575
chr15	64020327	64020505
chr15	64022871	64023164
chr15	64024613	64024825
chr15	64028021	64028338
chr15	64029333	64029843
chr15	64030210	64030406
chr15	64037507	64037794
chr15	64039804	64039882
chr15	64040810	64041249
chr15	64043631	64043931
chr15	64044373	64044730
chr15	64046269	64046395
chr15	64048087	64048306
chr15	64049308	64049577
chr15	64050852	64051203
chr15	64052213	64052308
chr15	64054071	64054132
chr15	64056182	64056299
chr15	64059926	64060129
chr15	64062552	64062883
chr15	64063634	64063983
chr15	64065263	64065450
chr15	64066054	64066568
chr15	64066831	64066885
chr15	64072517	64072614
chr15	64074165	64074451
chr15	64076249	64076441
chr15	64078130	64078325
chr15	64078802	64079168
chr15	64080983	64081106
chr15	64084573	64084795
chr15	64085744	64085812
chr15	64091512	64092030
chr15	64092439	64092646
chr15	64096847	64097246
chr15	64097480	64098029
chr15	64099778	64099892
chr15	64103208	64103375
chr15	64103944	64104146
chr15	64104753	64104883
chr15	64107877	64108073
chr15	64110523	64110608
chr15	64111725	64112548
chr15	64113887	64114000
chr15	64117628	64117886
chr15	64118976	64119088
chr15	64120220	64120399
chr15	64133956	64134360
chr15	64134736	64135938
chr15	64142126	64142608
chr15	64143186	64144749
chr15	64149640	64149812
chr15	64160879	64160986
chr15	64165580	64166561
chr15	64172421	64172496
chr15	64175255	64175464
chr15	64176547	64177158
chr15	64178266	64178323
chr15	64181483	64181530
chr15	64189000	64189119
chr15	64189711	64189906
chr15	64194072	64194175
chr15	64196564	64196687
chr15	64197177	64197260
chr15	64199622	64199846
chr15	64205912	64206186
chr15	64210147	64210645
chr15	64213038	64214880
chr15	64216547	64217250
chr15	64228815	64229431
chr15	64245273	64245743
chr15	64252904	64253563
chr15	64518720	64519152
chr15	64752618	64753493
chr15	64754599	64754721
chr15	65469331	65469490
chr15	65576462	65576985
chr15	65618314	65619364
chr15	65631552	65631823
chr15	65865542	65865888
chr15	65925147	65925545
chr15	66117079	66117856
chr15	66118091	66118579
chr15	66129121	66129278
chr15	66307574	66307894
chr15	66368089	66368363
chr15	66392118	66393064
chr15	66408816	66409926
chr15	66420267	66420664
chr15	66424327	66424867
chr15	66499707	66499865
chr15	66508131	66508389
chr15	66524631	66524954
chr15	66526416	66526736
chr15	66558384	66558459
chr15	66560628	66561263
chr15	66578030	66578353
chr15	66620744	66621307
chr15	66627195	66627264
chr15	66627906	66628212
chr15	66631183	66631535
chr15	66633158	66633365
chr15	66636870	66637116
chr15	66643689	66644565
chr15	66648087	66648341
chr15	66649664	66650462
chr15	66656330	66656570
chr15	66656773	66659378
chr15	66664879	66665000
chr15	66668775	66668851
chr15	66670802	66670904
chr15	66673461	66674169
chr15	66676931	66677419
chr15	66678270	66678474
chr15	66678813	66678863
chr15	66679131	66679229
chr15	66693398	66693631
chr15	66715063	66715686
chr15	66722777	66723268
chr15	66724210	66724301
chr15	66724529	66724797
chr15	66731154	66731709
chr15	66735954	66736256
chr15	66737727	66738233
chr15	66768016	66768170
chr15	66771096	66771359
chr15	66777304	66777548
chr15	66781357	66781509
chr15	66787643	66788697
chr15	66800132	66801832
chr15	66811031	66811101
chr15	66815935	66816629
chr15	66822452	66822518
chr15	66845167	66845394
chr15	66848032	66848132
chr15	66849038	66849847
chr15	66870793	66871609
chr15	66873824	66874122
chr15	66876977	66877136
chr15	66879863	66880601
chr15	66921988	66922121
chr15	66930356	66930863
chr15	66932708	66933131
chr15	66933925	66934131
chr15	66934829	66935442
chr15	66941051	66941149
chr15	66946166	66947115
chr15	66951811	66952977
chr15	66960310	66960900
chr15	66961494	66961794
chr15	66969118	66969632
chr15	66973698	66974245
chr15	66975118	66975656
chr15	66982432	66983349
chr15	66990732	66990972
chr15	66992270	66992463
chr15	66993047	66993602
chr15	67001446	67002173
chr15	67005869	67006573
chr15	67007462	67009010
chr15	67039487	67039557
chr15	67040812	67041129
chr15	67041627	67041796
chr15	67047950	67048204
chr15	67121462	67121617
chr15	67132537	67132684
chr15	67133506	67133906
chr15	67238903	67239065
chr15	67241441	67241898
chr15	67264753	67264810
chr15	67265807	67266124
chr15	67313388	67313525
chr15	67887238	67887423
chr15	67908927	67909362
chr15	67993662	67994055
chr15	68004363	68004446
chr15	68010865	68010949
chr15	68011461	68011576
chr15	68023654	68024248
chr15	68025978	68026420
chr15	68036826	68036899
chr15	68059335	68059625
chr15	68070597	68071120
chr15	68082989	68083284
chr15	68089657	68090925
chr15	68118485	68119056
chr15	68166529	68166883
chr15	68193885	68195291
chr15	68247077	68247509
chr15	68260205	68260382
chr15	68754674	68754908
chr15	68758062	68759833
chr15	68767637	68768134
chr15	68769884	68770075
chr15	68771002	68771564
chr15	68796225	68796442
chr15	68802671	68803149
chr15	68824429	68824520
chr15	69291288	69291433
chr15	69406131	69406582
chr15	71747986	71748520
chr15	71864645	71864898
chr15	72347549	72347689
chr15	72377913	72378286
chr15	72379691	72380219
chr15	72399055	72399228
chr15	72444970	72445196
chr15	72458195	72458279
chr15	72520356	72520538
chr15	72577361	72577565
chr15	72588070	72588118
chr15	72624001	72624694
chr15	72630269	72630491
chr15	72631146	72631341
chr15	72639558	72641448
chr15	72663445	72663895
chr15	72682808	72682934
chr15	72694724	72695424
chr15	72697280	72697344
chr15	72700292	72700350
chr15	72701265	72701403
chr15	72712862	72712911
chr15	72715660	72715819
chr15	72718840	72718920
chr15	72719516	72719727
chr15	72722417	72722464
chr15	72729405	72730218
chr15	72739392	72739942
chr15	72745606	72745663
chr15	72747260	72747451
chr15	72747815	72748291
chr15	72756570	72757069
chr15	72759128	72759823
chr15	72766633	72767128
chr15	72772882	72773538
chr15	72784976	72785325
chr15	72786019	72786083
chr15	72793348	72793546
chr15	72801598	72802549
chr15	72804692	72804746
chr15	72811012	72811241
chr15	72812240	72812445
chr15	72813534	72813707
chr15	72816590	72816758
chr15	72817147	72817219
chr15	72817610	72818354
chr15	72829611	72830142
chr15	72833572	72834335
chr15	72844275	72844433
chr15	72845461	72846175
chr15	72853267	72853924
chr15	72854914	72855538
chr15	72867337	72867437
chr15	72869180	72869416
chr15	72870683	72870912
chr15	72874886	72875410
chr15	72881740	72882667
chr15	72884040	72884188
chr15	72885048	72885729
chr15	72890631	72891967
chr15	72897681	72898494
chr15	72920507	72921687
chr15	72930103	72931849
chr15	72932868	72932971
chr15	72935673	72935989
chr15	72941266	72941594
chr15	72943766	72943893
chr15	72945092	72945202
chr15	72948241	72950010
chr15	72954300	72954353
chr15	72956781	72957008
chr15	72961108	72961268
chr15	72961579	72962740
chr15	72967542	72967909
chr15	72969591	72971540
chr15	72974517	72974732
chr15	72979044	72980526
chr15	72985141	72985416
chr15	72986353	72987200
chr15	72987454	72987973
chr15	72992536	72992692
chr15	72993149	72993797
chr15	72994525	72995126
chr15	73001033	73001205
chr15	73005789	73006493
chr15	73007325	73008228
chr15	73010546	73011054
chr15	73012892	73013193
chr15	73014201	73016158
chr15	73017238	73017542
chr15	73042161	73043090
chr15	73050982	73051478
chr15	73054537	73055442
chr15	73083504	73083652
chr15	73099973	73100463
chr15	73141541	73141780
chr15	73142418	73142609
chr15	73167214	73167296
chr15	73172260	73172371
chr15	73192351	73192444
chr15	73227628	73227919
chr15	73247926	73248075
chr15	73252993	73254135
chr15	73264818	73265913
chr15	73271233	73271636
chr15	73272951	73273430
chr15	73277097	73277642
chr15	73284220	73284327
chr15	73286539	73286747
chr15	73287539	73287767
chr15	73291699	73292271
chr15	73296983	73297225
chr15	73300535	73300771
chr15	73303034	73303716
chr15	73312250	73312541
chr15	73314532	73314655
chr15	73317580	73318284
chr15	73322749	73322972
chr15	73330011	73330082
chr15	73335056	73335179
chr15	73336321	73336664
chr15	73342599	73343752
chr15	73348756	73348824
chr15	73349106	73349423
chr15	73351726	73351925
chr15	73353400	73353765
chr15	73362069	73362204
chr15	73363429	73363626
chr15	73378515	73378664
chr15	73383741	73384435
chr15	73384963	73385651
chr15	73391538	73391946
chr15	73392409	73392884
chr15	73401346	73401725
chr15	73406599	73406849
chr15	73408353	73409056
chr15	73409789	73409905
chr15	73411396	73411819
chr15	73417376	73417478
chr15	73423388	73423661
chr15	73424067	73424234
chr15	73425511	73425570
chr15	73426733	73426832
chr15	73429769	73429958
chr15	73437123	73437799
chr15	73438765	73439016
chr15	73443116	73443363
chr15	73443654	73444527
chr15	73448026	73448474
chr15	73451197	73451338
chr15	73453361	73453494
chr15	73454356	73454586
chr15	73462420	73463025
chr15	73465144	73466486
chr15	73475483	73476609
chr15	73489648	73489970
chr15	73490615	73490769
chr15	73491044	73491183
chr15	73492823	73493102
chr15	73498575	73498857
chr15	73503825	73504074
chr15	73504952	73505122
chr15	73510394	73511904
chr15	73517978	73518464
chr15	73522310	73522467
chr15	73525746	73525826
chr15	73527356	73527420
chr15	73528073	73528226
chr15	73534373	73534523
chr15	73538092	73538413
chr15	73546837	73547260
chr15	73551291	73551592
chr15	73554891	73556210
chr15	73562206	73563661
chr15	73573068	73574160
chr15	73578263	73579973
chr15	73585465	73586022
chr15	73587183	73588016
chr15	73591814	73591882
chr15	73602853	73603522
chr15	73604875	73604940
chr15	73611556	73611844
chr15	73617488	73617962
chr15	73622264	73622724
chr15	73623119	73623259
chr15	73629107	73629388
chr15	73629973	73630144
chr15	73636991	73637077
chr15	73651447	73651729
chr15	73660685	73660750
chr15	73661271	73661319
chr15	73663604	73664074
chr15	73669501	73669771
chr15	73670123	73670362
chr15	73672107	73672198
chr15	73682509	73682840
chr15	73683691	73684182
chr15	73684992	73685161
chr15	73688136	73688187
chr15	73714666	73714745
chr15	73730810	73730917
chr15	73753937	73754142
chr15	73764201	73764347
chr15	73764699	73764784
chr15	73805526	73805732
chr15	73819858	73819913
chr15	73827765	73827842
chr15	73959192	73959519
chr15	74122168	74122219
chr15	74169001	74169098
chr15	74185899	74186037
chr15	74213284	74213383
chr15	74218351	74218409
chr15	74252337	74252487
chr15	74317611	74318319
chr15	74344702	74345144
chr15	74348329	74348436
chr15	74349839	74350468
chr15	74366049	74366393
chr15	74367718	74368188
chr15	74368702	74368976
chr15	74380615	74380758
chr15	74393859	74394206
chr15	74400104	74400228
chr15	74401009	74401096
chr15	74407201	74407409
chr15	74419359	74419542
chr15	74420359	74420744
chr15	74438013	74438214
chr15	74446398	74446536
chr15	74455561	74455620
chr15	74456089	74456335
chr15	74457909	74458089
chr15	74470811	74470925
chr15	74472110	74472232
chr15	74472919	74473085
chr15	74474088	74474253
chr15	74489589	74489808
chr15	74502759	74503395
chr15	74503911	74504045
chr15	74509645	74510043
chr15	74532311	74532757
chr15	74538783	74538956
chr15	74539305	74540226
chr15	74546810	74546977
chr15	74549744	74550120
chr15	74552528	74553543
chr15	74555687	74556158
chr15	74564481	74564627
chr15	74567072	74567215
chr15	74570664	74570712
chr15	74579579	74580098
chr15	74582970	74583739
chr15	74591236	74591560
chr15	74591820	74591986
chr15	74592256	74592378
chr15	74609475	74609744
chr15	74726714	74727167
chr15	74742841	74742963
chr15	74746568	74746718
chr15	74750277	74750393
chr15	74753815	74754364
chr15	74780705	74781385
chr15	74785550	74787760
chr15	74788004	74788523
chr15	74798103	74799130
chr15	74805608	74805886
chr15	74818782	74820073
chr15	74823113	74823581
chr15	74824739	74825114
chr15	74849989	74850132
chr15	74950667	74950750
chr15	74968333	74968432
chr15	75019715	75019814
chr15	75046614	75047000
chr15	75232070	75232397
chr15	75287965	75288161
chr15	75379236	75379734
chr15	75396266	75396336
chr15	75423254	75423946
chr15	75427794	75427892
chr15	75428810	75428940
chr15	75434470	75434589
chr15	75446565	75447411
chr15	75454796	75454923
chr15	75456664	75456766
chr15	75457169	75457264
chr15	75472471	75473340
chr15	75478462	75479063
chr15	75482945	75483020
chr15	75483380	75483719
chr15	75489973	75490048
chr15	75490599	75490811
chr15	75508519	75509998
chr15	75523676	75523834
chr15	75534269	75534955
chr15	75539114	75539883
chr15	75545241	75545723
chr15	75551274	75551673
chr15	75557959	75558894
chr15	75570008	75570082
chr15	75571049	75571333
chr15	75578332	75579211
chr15	75584668	75584771
chr15	75585491	75585949
chr15	75588251	75588578
chr15	75590875	75591510
chr15	75610128	75610271
chr15	75616659	75617167
chr15	75622073	75622131
chr15	75626554	75626880
chr15	75628687	75628793
chr15	75632802	75632896
chr15	75634385	75634521
chr15	75638350	75638428
chr15	75643521	75643964
chr15	75655142	75655255
chr15	75658689	75659005
chr15	75665968	75666534
chr15	75671768	75672772
chr15	75687187	75688099
chr15	75692480	75693368
chr15	75698730	75699008
chr15	75703931	75704176
chr15	75706510	75706586
chr15	75714453	75714970
chr15	75717144	75717716
chr15	75717991	75718422
chr15	75719932	75720140
chr15	75720621	75720908
chr15	75724352	75725247
chr15	75730241	75730911
chr15	75736386	75736676
chr15	75737290	75737443
chr15	75738707	75739689
chr15	75740666	75741496
chr15	75745313	75745740
chr15	75751422	75752279
chr15	75753610	75754000
chr15	75759589	75760566
chr15	75771090	75772111
chr15	75774721	75774901
chr15	75799301	75800448
chr15	75802376	75802645
chr15	75805936	75806647
chr15	75823905	75824310
chr15	75824909	75825133
chr15	75829123	75829311
chr15	75832611	75832723
chr15	75833643	75833705
chr15	75834800	75834941
chr15	75839485	75840161
chr15	75845513	75845988
chr15	75864595	75864697
chr15	75864899	75865274
chr15	75867485	75868392
chr15	75876221	75876293
chr15	75877660	75878115
chr15	75887409	75887474
chr15	75899364	75900625
chr15	75910740	75911804
chr15	75921034	75921299
chr15	75921745	75922452
chr15	75938507	75938838
chr15	75939137	75939648
chr15	75940951	75941173
chr15	75944990	75945313
chr15	75949399	75949987
chr15	75956500	75956851
chr15	75957296	75957392
chr15	75967670	75968088
chr15	75968643	75968864
chr15	75986307	75986839
chr15	76002708	76002799
chr15	76014130	76014216
chr15	76020083	76020834
chr15	76025887	76027576
chr15	76028654	76028736
chr15	76028944	76030448
chr15	76037716	76038317
chr15	76038564	76039863
chr15	76049673	76049743
chr15	76050470	76050566
